,location,size,total_sqft,bath,price
4952,Mahalakshmi Layout,4,1575.0,5.0,158.0
4953,Mahalakshmi Layout,2,1105.0,2.0,80.0
4954,Mahalakshmi Layout,4,1200.0,3.0,160.0
4955,Mahalakshmi Layout,3,1200.0,2.0,110.0
4956,Mahalakshmi Layout,3,1876.0,3.0,150.0
4957,Mallasandra,3,1665.0,3.0,95.0
4958,Mallasandra,3,1665.0,3.0,86.58
4959,Mallasandra,2,1340.0,2.0,61.0
4960,Mallasandra,2,1325.0,2.0,70.0
4961,Mallasandra,3,1665.0,3.0,86.91
4962,Mallasandra,2,1325.0,2.0,70.0
4963,Mallasandra,2,905.0,2.0,40.0
4964,Mallasandra,2,1325.0,2.0,65.0
4965,Mallasandra,2,1325.0,2.0,73.0
4966,Mallasandra,2,1565.0,2.0,69.0
4967,Mallasandra,2,905.0,2.0,35.0
4969,Mallasandra,3,1100.0,2.0,76.3
4970,Malleshpalya,2,1140.0,2.0,46.5
4971,Malleshpalya,2,1225.0,2.0,46.86
4973,Malleshpalya,2,1052.0,2.0,50.0
4974,Malleshpalya,3,1405.0,2.0,77.0
4975,Malleshpalya,2,1065.0,2.0,50.0
4976,Malleshpalya,2,1210.0,2.0,55.0
4978,Malleshpalya,2,1060.0,2.0,40.0
4979,Malleshpalya,3,1430.0,2.0,69.5
4980,Malleshpalya,2,1421.0,2.0,90.0
4981,Malleshpalya,2,1245.0,2.0,55.0
4982,Malleshpalya,2,1200.0,2.0,46.0
4983,Malleshpalya,2,1225.0,2.0,52.0
4984,Malleshwaram,1,705.0,1.0,67.0
4985,Malleshwaram,7,12000.0,7.0,2200.0
4987,Malleshwaram,3,2006.0,3.0,297.0
4988,Malleshwaram,1,686.0,1.0,62.5
4989,Malleshwaram,3,2475.0,4.0,332.0
4990,Malleshwaram,3,2610.0,3.0,399.0
4991,Malleshwaram,3,2475.0,4.0,320.0
4992,Malleshwaram,2,900.0,2.0,95.0
4993,Malleshwaram,2,1420.0,2.0,158.0
4994,Malleshwaram,3,2000.0,3.0,250.0
4995,Malleshwaram,3,2215.0,3.0,275.0
4997,Malleshwaram,3,2475.0,4.0,300.0
4998,Malleshwaram,3,2345.0,2.0,293.0
5000,Malleshwaram,3,2215.0,4.0,310.0
5001,Malleshwaram,1,480.0,1.0,60.0
5002,Malleshwaram,2,1290.0,2.0,120.0
5003,Malleshwaram,3,2475.0,4.0,326.0
5004,Malleshwaram,3,2476.0,3.0,337.0
5005,Malleshwaram,2,900.0,2.0,90.0
5007,Malleshwaram,3,2050.0,4.0,270.0
5008,Malleshwaram,2,900.0,2.0,72.0
5009,Malleshwaram,1,620.0,1.0,86.8
5010,Malleshwaram,2,600.0,1.0,68.0
5011,Malleshwaram,3,2475.0,4.0,337.0
5012,Malleshwaram,3,2215.0,3.0,275.0
5013,Malleshwaram,3,2215.0,3.0,330.0
5015,Malleshwaram,2,1020.0,2.0,80.0
5016,Malleshwaram,2,600.0,1.0,90.0
5017,Malleshwaram,3,2200.0,3.0,275.0
5018,Malleshwaram,3,2475.0,4.0,326.0
5019,Malleshwaram,2,1500.0,2.0,140.0
5020,Malleshwaram,3,2475.0,4.0,340.0
5021,Malleshwaram,2,1400.0,2.0,190.0
5022,Malleshwaram,3,2475.0,4.0,300.0
5023,Malleshwaram,3,2400.0,3.0,380.0
5024,Malleshwaram,1,580.0,1.0,45.0
5025,Malleshwaram,2,1410.0,2.0,125.0
5028,Marathahalli,2,1220.0,2.0,57.0
5029,Marathahalli,2,1200.0,2.0,52.0
5030,Marathahalli,2,1200.0,2.0,60.0
5031,Marathahalli,3,1933.0,3.0,140.0
5032,Marathahalli,2,950.0,2.0,46.96
5033,Marathahalli,2,1230.0,2.0,80.0
5034,Marathahalli,4,3800.0,4.0,250.0
5035,Marathahalli,2,1019.0,2.0,49.85
5036,Marathahalli,2,1215.0,2.0,67.0
5037,Marathahalli,4,2181.0,3.0,152.0
5038,Marathahalli,2,1170.0,2.0,53.0
5039,Marathahalli,2,1019.0,2.0,49.86
5040,Marathahalli,2,1325.0,2.0,71.55
5041,Marathahalli,2,1220.0,2.0,56.5
5043,Marathahalli,2,1152.0,2.0,56.0
5044,Marathahalli,3,1610.0,3.0,90.0
5045,Marathahalli,2,1146.0,2.0,70.0
5047,Marathahalli,3,1469.0,3.0,89.0
5052,Marathahalli,4,2519.0,5.0,185.0
5054,Marathahalli,2,957.0,2.0,46.9
5055,Marathahalli,3,1583.0,3.0,105.0
5056,Marathahalli,4,2524.0,5.0,190.0
5060,Marathahalli,2,1071.0,2.0,52.25
5061,Marathahalli,2,1215.0,2.0,58.86
5062,Marathahalli,2,1102.0,2.0,53.67
5063,Marathahalli,3,1900.0,3.0,123.0
5064,Marathahalli,2,1045.0,2.0,60.0
5066,Marathahalli,2,1215.0,2.0,58.86
5067,Marathahalli,2,1365.0,2.0,73.0
5072,Marathahalli,2,1208.0,2.0,70.0
5073,Marathahalli,2,1325.0,1.0,92.0
5074,Marathahalli,3,1525.0,3.0,90.0
5075,Marathahalli,3,1937.0,3.0,140.0
5076,Marathahalli,3,1550.0,3.0,83.0
5077,Marathahalli,2,1350.0,2.0,86.0
5078,Marathahalli,2,957.0,2.0,47.0
5080,Marathahalli,2,1230.0,2.0,57.0
5081,Marathahalli,2,1200.0,2.0,58.0
5083,Marathahalli,1,607.0,1.0,35.0
5084,Marathahalli,3,1583.0,3.0,109.0
5085,Marathahalli,2,1075.0,2.0,52.43
5086,Marathahalli,2,1360.0,2.0,103.0
5087,Marathahalli,2,1220.0,2.0,58.5
5088,Marathahalli,2,950.0,2.0,45.68
5089,Marathahalli,1,615.0,1.0,44.0
5090,Marathahalli,3,1595.0,3.0,90.0
5091,Marathahalli,2,1350.0,2.0,89.0
5092,Marathahalli,2,1020.0,2.0,57.0
5093,Marathahalli,2,1600.0,3.0,88.0
5094,Marathahalli,1,780.0,1.0,55.0
5095,Marathahalli,3,1710.0,3.0,100.0
5097,Marathahalli,2,1358.0,2.0,81.0
5098,Marathahalli,2,1205.0,2.0,75.0
5099,Marathahalli,3,1730.0,3.0,110.0
5100,Marathahalli,3,1583.0,3.0,115.0
5101,Marathahalli,2,1200.0,2.0,67.0
5102,Marathahalli,2,1095.0,2.0,60.0
5103,Marathahalli,2,1060.0,2.0,48.0
5104,Marathahalli,2,1050.0,2.0,65.0
5105,Marathahalli,2,1102.0,2.0,53.67
5106,Marathahalli,2,1026.0,2.0,49.95
5109,Marathahalli,2,1220.0,2.0,59.0
5110,Marathahalli,2,881.0,2.0,48.06
5112,Marathahalli,3,1710.0,3.0,100.0
5113,Marathahalli,3,1680.0,3.0,105.0
5114,Marathahalli,3,1910.0,3.0,119.0
5115,Marathahalli,2,1602.0,2.0,104.0
5116,Marathahalli,1,700.0,1.0,38.0
5117,Marathahalli,3,1469.0,3.0,89.0
5119,Marathahalli,3,1690.0,3.0,116.0
5120,Marathahalli,2,1065.0,2.0,55.0
5121,Marathahalli,3,1693.0,3.0,125.0
5122,Marathahalli,3,1693.0,3.0,125.0
5123,Marathahalli,2,1196.0,2.0,57.9
5124,Marathahalli,3,1595.0,3.0,88.0
5125,Marathahalli,3,2122.0,3.0,125.0
5126,Marathahalli,3,1730.0,3.0,115.0
5129,Marathahalli,2,1125.0,2.0,55.0
5130,Marathahalli,3,1950.0,3.0,115.0
5131,Marathahalli,2,1250.0,2.0,68.0
5132,Marathahalli,2,1125.0,2.0,56.8
5133,Marathahalli,2,1350.0,2.0,90.0
5134,Marathahalli,2,1200.0,2.0,53.0
5135,Marathahalli,4,2500.0,5.0,175.0
5136,Marathahalli,2,957.0,2.0,47.0
5139,Marathahalli,2,1350.0,2.0,60.0
5140,Marathahalli,4,3400.0,4.0,235.0
5141,Marathahalli,2,1350.0,2.0,99.0
5143,Marathahalli,2,1285.0,2.0,55.0
5144,Marathahalli,4,2500.0,5.0,181.0
5147,Marathahalli,2,1125.0,2.0,54.8
5148,Marathahalli,3,1700.0,3.0,126.0
5150,Marathahalli,2,1270.0,2.0,73.0
5152,Marathahalli,2,950.0,2.0,46.7
5153,Marathahalli,3,1550.0,3.0,85.0
5154,Marathahalli,2,1019.0,2.0,49.86
5155,Marathahalli,2,1144.0,2.0,65.0
5156,Marathahalli,2,1240.0,2.0,55.0
5157,Marathahalli,1,1100.0,2.0,75.0
5158,Marathahalli,2,1156.0,2.0,52.0
5159,Marathahalli,4,2524.0,5.0,180.0
5160,Marathahalli,2,1135.0,2.0,60.0
5161,Marathahalli,3,1839.0,3.0,130.0
5162,Marathahalli,2,1170.0,2.0,85.0
5163,Marathahalli,2,1102.0,2.0,53.67
5164,Marathahalli,3,1108.0,2.0,60.0
5165,Marathahalli,3,1449.0,3.0,110.0
5166,Marathahalli,2,1360.0,2.0,101.0
5167,Marathahalli,2,1026.0,2.0,50.18
5170,Marathahalli,2,1270.0,2.0,80.0
5171,Marathahalli,2,1100.0,2.0,50.0
5172,Marathahalli,2,1196.0,2.0,57.95
5174,Marathahalli,3,1485.0,2.0,90.0
5175,Marathahalli,2,1146.0,2.0,69.0
5176,Margondanahalli,2,1090.0,2.0,58.0
5177,Margondanahalli,2,1200.0,2.0,58.5
5178,Margondanahalli,2,1200.0,2.0,67.0
5180,Margondanahalli,2,1000.0,2.0,57.0
5182,Margondanahalli,2,600.0,2.0,35.0
5183,Margondanahalli,2,1200.0,2.0,69.0
5184,Margondanahalli,2,900.0,2.0,49.0
5185,Margondanahalli,2,1140.0,2.0,60.0
5186,Margondanahalli,2,1100.0,2.0,55.0
5187,Margondanahalli,2,1152.0,1.0,66.0
5189,Margondanahalli,2,1200.0,2.0,65.0
5190,Margondanahalli,2,1050.0,2.0,58.0
5191,Margondanahalli,2,1160.0,2.0,65.0
5192,Margondanahalli,2,1334.0,2.0,67.76
5193,Marsur,4,1800.0,4.0,145.0
5194,Marsur,3,1200.0,3.0,90.0
5195,Marsur,3,1200.0,3.0,120.0
5196,Mico Layout,9,5000.0,9.0,210.0
5197,Mico Layout,3,1550.0,2.0,65.0
5198,Mico Layout,2,1125.0,2.0,40.0
5199,Mico Layout,2,1190.0,2.0,39.25
5200,Mico Layout,1,800.0,1.0,29.5
5201,Mico Layout,3,1250.0,2.0,44.0
5202,Mico Layout,2,1171.0,2.0,39.0
5203,Mico Layout,2,1200.0,2.0,53.5
5204,Mico Layout,3,1670.0,3.0,59.0
5205,Mico Layout,2,1140.0,2.0,43.0
5206,Munnekollal,2,1170.0,2.0,52.0
5207,Munnekollal,2,1102.0,2.0,53.67
5208,Munnekollal,3,1390.0,3.0,68.0
5209,Munnekollal,2,1200.0,2.0,49.5
5210,Munnekollal,2,950.0,2.0,46.5
5211,Munnekollal,3,1560.0,3.0,75.0
5212,Munnekollal,3,1750.0,3.0,86.5
5213,Munnekollal,3,1385.0,2.0,66.5
5214,Munnekollal,2,1080.0,2.0,45.0
5215,Munnekollal,2,1170.0,2.0,59.0
5217,Munnekollal,3,1200.0,2.0,57.9
5218,Munnekollal,2,1030.0,2.0,50.36
5219,Murugeshpalya,2,1296.0,2.0,81.0
5220,Murugeshpalya,3,1550.0,3.0,74.0
5221,Murugeshpalya,3,1845.0,3.0,91.0
5222,Murugeshpalya,2,1185.0,2.0,85.0
5223,Murugeshpalya,2,1225.0,2.0,48.0
5224,Murugeshpalya,3,1930.0,3.0,75.0
5225,Murugeshpalya,3,1600.0,2.0,65.0
5226,Murugeshpalya,3,1344.0,2.0,56.0
5227,Murugeshpalya,3,1500.0,2.0,70.0
5228,Murugeshpalya,3,1855.0,3.0,96.0
5229,Murugeshpalya,2,1175.0,2.0,75.0
5230,Mysore Road,2,1175.0,2.0,73.5
5231,Mysore Road,3,1710.0,4.0,91.31
5232,Mysore Road,2,1020.0,2.0,48.95
5233,Mysore Road,2,1175.0,2.0,73.5
5234,Mysore Road,2,1070.0,2.0,45.0
5235,Mysore Road,2,1239.0,2.0,53.0
5236,Mysore Road,2,1060.0,2.0,62.0
5237,Mysore Road,2,980.0,2.0,45.47
5238,Mysore Road,2,883.0,2.0,40.0
5239,Mysore Road,3,1525.0,3.0,96.0
5240,Mysore Road,2,1200.0,2.0,65.0
5244,Mysore Road,2,883.0,2.0,40.95
5245,Mysore Road,2,1070.0,2.0,49.65
5247,Mysore Road,2,883.0,2.0,50.0
5248,Mysore Road,2,1155.0,2.0,51.0
5249,Mysore Road,2,1003.0,2.0,43.0
5250,Mysore Road,2,1237.0,2.0,73.0
5251,Mysore Road,2,883.0,2.0,45.0
5252,Mysore Road,2,1170.0,2.0,65.0
5253,Mysore Road,2,1029.5,2.0,50.855
5254,Mysore Road,2,940.0,2.0,43.61
5256,Mysore Road,2,1020.0,2.0,48.95
5257,Mysore Road,3,1568.0,2.0,100.0
5259,Mysore Road,3,1560.0,2.0,83.3
5260,Mysore Road,2,1175.0,2.0,70.5
5261,Mysore Road,3,1080.0,2.0,60.0
5263,Mysore Road,2,883.0,2.0,37.0
5265,NGR Layout,2,1020.0,2.0,45.9
5266,NGR Layout,2,1105.0,2.0,49.73
5267,NGR Layout,2,1022.0,2.0,45.9
5268,NGR Layout,2,1020.0,2.0,45.0
5269,NGR Layout,2,1019.0,2.0,45.9
5270,NGR Layout,2,1020.0,2.0,46.0
5271,NGR Layout,2,1021.0,2.0,46.0
5272,NGR Layout,2,1021.0,2.0,45.9
5273,NRI Layout,3,1565.0,2.0,75.0
5274,NRI Layout,5,2500.0,5.0,130.0
5275,NRI Layout,2,1125.0,2.0,45.56
5276,NRI Layout,4,2150.0,4.0,115.0
5277,NRI Layout,2,1250.0,2.0,75.0
5278,NRI Layout,3,1789.0,3.0,75.0
5279,NRI Layout,3,1731.0,3.0,64.11
5280,NRI Layout,2,2400.0,2.0,125.0
5281,Nagadevanahalli,2,1080.0,2.0,39.0
5282,Nagadevanahalli,2,1090.0,2.0,36.0
5283,Nagadevanahalli,3,1250.0,2.0,65.0
5284,Nagadevanahalli,2,2400.0,2.0,135.0
5285,Nagadevanahalli,3,1240.0,2.0,65.0
5286,Nagadevanahalli,3,1240.0,2.0,65.0
5287,Naganathapura,2,1001.0,2.0,33.03
5288,Naganathapura,2,1103.0,2.0,55.0
5289,Naganathapura,2,1143.0,2.0,62.0
5290,Naganathapura,2,2260.0,3.0,80.0
5291,Naganathapura,1,600.0,1.0,33.0
5292,Naganathapura,3,1451.0,3.0,68.0
5293,Naganathapura,1,1200.0,1.0,39.82
5294,Nagappa Reddy Layout,2,1209.0,2.0,50.0
5295,Nagappa Reddy Layout,2,1100.0,2.0,43.5
5296,Nagappa Reddy Layout,3,1495.0,2.0,65.0
5297,Nagappa Reddy Layout,3,1820.0,3.0,79.5
5298,Nagappa Reddy Layout,3,1350.0,3.0,60.0
5299,Nagappa Reddy Layout,3,1495.0,2.0,70.0
5301,Nagarbhavi,3,1350.0,3.0,150.0
5302,Nagarbhavi,2,1200.0,2.0,150.0
5304,Nagarbhavi,3,2400.0,3.0,160.0
5305,Nagarbhavi,1,884.0,2.0,36.0
5306,Nagarbhavi,2,1055.0,2.0,55.0
5308,Nagarbhavi,2,1223.0,2.0,60.0
5309,Nagarbhavi,2,956.0,2.0,49.0
5311,Nagarbhavi,2,1200.0,2.0,150.0
5314,Nagarbhavi,2,1145.0,2.0,40.0
5315,Nagarbhavi,1,300.0,1.0,20.0
5316,Nagarbhavi,4,1250.0,3.0,175.0
5317,Nagarbhavi,1,710.0,2.0,40.0
5319,Nagarbhavi,2,1212.0,2.0,50.0
5320,Nagarbhavi,2,1020.0,2.0,55.0
5322,Nagarbhavi,2,1120.0,2.0,53.0
5324,Nagarbhavi,2,1146.0,2.0,50.0
5326,Nagarbhavi,2,1190.0,2.0,63.0
5328,Nagarbhavi,2,1050.0,2.0,80.0
5329,Nagarbhavi,5,2500.0,3.0,180.0
5331,Nagarbhavi,2,1250.0,3.0,170.0
5333,Nagarbhavi,3,1400.0,2.0,135.0
5335,Nagarbhavi,2,1100.0,2.0,46.2
5336,Nagarbhavi,2,1080.0,2.0,49.0
5337,Nagarbhavi,4,1800.0,3.0,180.0
5338,Nagarbhavi,2,1225.0,2.0,58.0
5339,Nagasandra,2,980.0,2.0,48.0
5340,Nagasandra,4,2400.0,4.0,145.0
5341,Nagasandra,4,7000.0,8.0,450.0
5342,Nagasandra,3,1650.0,3.0,95.0
5343,Nagasandra,2,1500.0,2.0,91.0
5344,Nagavara,1,400.0,1.0,14.0
5345,Nagavara,4,2172.65,3.0,120.0
5347,Nagavara,3,2319.0,3.0,180.0
5348,Nagavara,3,2430.0,4.0,180.0
5349,Nagavara,2,936.0,2.0,40.2
5350,Nagavara,2,1125.0,2.0,44.5
5351,Nagavara,2,1315.0,2.0,70.0
5352,Nagavara,2,1077.0,2.0,50.0
5353,Nagavara,4,2496.0,4.0,125.0
5354,Nagavara,2,1110.0,2.0,44.95
5355,Nagavara,2,1247.0,2.0,58.56
5356,Nagavarapalya,2,1392.0,2.0,99.0
5357,Nagavarapalya,1,705.0,1.0,52.5
5358,Nagavarapalya,3,1300.0,3.0,80.0
5359,Nagavarapalya,1,705.0,1.0,57.0
5360,Nagavarapalya,1,705.0,1.0,55.0
5361,Nagavarapalya,1,705.0,1.0,57.0
5362,Nagavarapalya,2,1335.0,2.0,110.0
5363,Nagavarapalya,2,1260.0,2.0,85.5
5364,Narayanapura,2,1308.0,2.0,89.04
5365,Narayanapura,3,1566.0,3.0,83.3
5366,Narayanapura,3,1485.0,3.0,85.0
5367,Narayanapura,2,1302.0,2.0,69.1
5368,Narayanapura,2,1308.0,2.0,89.04
5369,Narayanapura,3,2357.0,3.0,135.0
5370,Narayanapura,3,2357.0,3.0,135.0
5371,Narayanapura,2,1469.0,2.0,99.14
5372,Neeladri Nagar,2,1053.0,2.0,45.0
5373,Neeladri Nagar,2,1363.0,2.0,68.0
5374,Neeladri Nagar,3,2556.0,3.0,133.0
5375,Neeladri Nagar,1,674.0,1.0,21.0
5376,Neeladri Nagar,1,527.0,1.0,26.0
5377,Neeladri Nagar,3,1167.0,2.0,38.0
5378,Neeladri Nagar,2,1060.0,2.0,35.0
5379,Neeladri Nagar,1,640.0,1.0,20.5
5380,Neeladri Nagar,10,4000.0,12.0,160.0
5381,Neeladri Nagar,2,1105.0,2.0,30.0
5382,Neeladri Nagar,2,1100.0,2.0,30.0
5383,Neeladri Nagar,3,2111.0,3.0,103.0
5384,Nehru Nagar,3,1775.0,3.0,110.0
5385,Nehru Nagar,4,2363.0,5.0,120.0
5386,Nehru Nagar,4,2342.0,3.0,115.0
5387,Nehru Nagar,2,967.0,2.0,41.1
5388,Nehru Nagar,3,1374.0,3.0,72.0
5389,Nehru Nagar,3,1674.0,3.0,90.0
5390,Nehru Nagar,3,1269.0,2.0,63.0
5391,Nehru Nagar,2,1100.0,2.0,50.0
5392,Nehru Nagar,3,1674.0,3.0,81.0
5393,OMBR Layout,3,2420.0,3.0,185.0
5394,OMBR Layout,2,1078.0,2.0,65.0
5395,OMBR Layout,2,1101.0,2.0,65.5
5396,OMBR Layout,2,1041.0,2.0,65.5
5397,OMBR Layout,2,1300.0,2.0,80.0
5398,OMBR Layout,2,1085.0,2.0,64.0
5399,OMBR Layout,3,1855.0,3.0,145.0
5400,OMBR Layout,2,1050.0,2.0,48.0
5402,OMBR Layout,2,1165.0,2.0,88.5
5403,OMBR Layout,2,1101.0,2.0,66.0
5404,OMBR Layout,4,3400.0,4.0,275.0
5406,Old Airport Road,4,2732.0,4.0,204.0
5408,Old Airport Road,4,3356.0,4.0,251.0
5409,Old Airport Road,2,1206.0,2.0,75.0
5410,Old Airport Road,4,2774.0,4.0,207.0
5411,Old Airport Road,4,2690.0,4.0,191.0
5412,Old Airport Road,4,2690.0,4.0,199.0
5413,Old Airport Road,2,1655.0,2.0,97.65
5414,Old Airport Road,2,1075.0,2.0,60.0
5415,Old Airport Road,3,1858.0,2.0,167.0
5416,Old Airport Road,2,1150.0,2.0,90.0
5417,Old Airport Road,4,2690.0,4.0,191.0
5418,Old Airport Road,4,2658.0,5.0,187.0
5419,Old Airport Road,2,946.0,2.0,58.0
5420,Old Airport Road,4,2774.0,4.0,208.0
5421,Old Airport Road,4,2774.0,4.0,208.0
5422,Old Airport Road,4,3200.0,4.0,280.0
5423,Old Airport Road,4,2690.0,4.0,201.0
5424,Old Airport Road,2,1145.0,2.0,75.0
5425,Old Airport Road,4,2732.0,4.0,194.0
5426,Old Airport Road,4,2658.0,5.0,189.0
5427,Old Airport Road,4,2774.0,4.0,197.0
5428,Old Airport Road,4,3496.0,4.0,262.0
5429,Old Airport Road,4,2774.0,4.0,197.0
5430,Old Airport Road,4,2732.0,4.0,204.0
5431,Old Airport Road,3,1798.0,3.0,150.0
5432,Old Airport Road,4,2774.0,4.0,208.0
5433,Old Airport Road,2,1184.0,2.0,78.0
5434,Old Airport Road,4,3504.0,4.0,262.0
5435,Old Airport Road,2,1055.0,2.0,75.0
5436,Old Madras Road,3,1425.0,2.0,94.0
5440,Old Madras Road,2,935.0,2.0,45.0
5442,Old Madras Road,3,1720.0,3.0,100.0
5443,Old Madras Road,2,1200.0,2.0,72.0
5444,Old Madras Road,2,1225.0,2.0,53.55
5445,Old Madras Road,2,1100.0,2.0,70.0
5446,Old Madras Road,3,2760.0,5.0,157.0
5447,Old Madras Road,2,1171.0,2.0,75.0
5448,Old Madras Road,2,935.0,2.0,45.0
5449,Old Madras Road,5,4500.0,7.0,294.0
5451,Old Madras Road,2,1065.0,2.0,47.86
5452,Old Madras Road,4,2010.0,3.0,125.0
5454,Old Madras Road,3,1480.0,2.0,84.0
5455,Old Madras Road,3,2990.0,5.0,210.0
5456,Old Madras Road,2,1210.0,2.0,74.0
5457,Old Madras Road,2,1171.0,2.0,72.0
5459,Old Madras Road,3,1480.0,3.0,95.0
5461,Old Madras Road,2,1210.0,2.0,80.0
5462,Old Madras Road,3,1859.0,3.0,121.0
5463,Old Madras Road,3,2990.0,5.0,173.0
5466,Old Madras Road,3,2300.0,3.0,142.0
5468,Old Madras Road,2,1210.0,2.0,80.0
5469,Old Madras Road,2,1210.0,2.0,77.0
5470,Old Madras Road,5,5020.0,7.0,287.0
5472,Old Madras Road,2,1330.0,2.0,74.0
5473,Old Madras Road,3,1720.0,3.0,106.0
5474,Old Madras Road,3,2640.0,5.0,150.0
5475,Old Madras Road,3,2990.0,3.0,170.0
5477,Old Madras Road,2,1171.0,2.0,73.0
5478,Old Madras Road,3,1630.0,3.0,110.0
5479,Old Madras Road,2,1165.0,2.0,52.0
5480,Old Madras Road,2,2640.0,2.0,170.0
5481,Old Madras Road,2,1165.0,2.0,51.42
5482,Padmanabhanagar,2,1020.0,2.0,63.0
5483,Padmanabhanagar,2,1176.0,2.0,62.0
5484,Padmanabhanagar,2,1258.0,2.0,115.0
5486,Padmanabhanagar,2,1100.0,2.0,65.0
5487,Padmanabhanagar,4,3400.0,3.0,210.0
5491,Padmanabhanagar,3,4500.0,4.0,360.0
5492,Padmanabhanagar,2,1200.0,2.0,60.0
5494,Padmanabhanagar,2,1000.0,1.0,90.0
5495,Padmanabhanagar,2,1067.0,2.0,52.0
5499,Padmanabhanagar,2,1100.0,2.0,60.0
5500,Padmanabhanagar,3,2051.0,3.0,180.0
5501,Padmanabhanagar,3,2051.0,3.0,170.0
5502,Pai Layout,2,1006.0,2.0,35.0
5503,Pai Layout,3,1550.0,2.0,90.0
5504,Pai Layout,2,1050.0,2.0,40.0
5505,Pai Layout,3,1400.0,2.0,67.0
5506,Pai Layout,2,1100.0,2.0,50.0
5507,Pai Layout,2,1255.0,2.0,80.0
5508,Pai Layout,2,1075.0,2.0,35.0
5509,Pai Layout,2,1400.0,2.0,57.5
5510,Pai Layout,2,1175.0,2.0,60.0
5511,Pai Layout,2,810.0,2.0,34.5
5512,Pai Layout,2,1000.0,2.0,34.0
5513,Pai Layout,2,1000.0,2.0,42.0
5514,Pai Layout,6,3800.0,6.0,175.0
5515,Pai Layout,2,1068.0,2.0,48.0
5516,Pai Layout,3,1510.0,2.0,65.0
5519,Panathur,2,1359.0,2.0,87.0
5520,Panathur,2,1438.0,2.0,100.0
5521,Panathur,3,1688.0,3.0,118.0
5523,Panathur,2,1198.0,2.0,77.0
5524,Panathur,2,1180.0,2.0,70.0
5525,Panathur,3,1546.0,3.0,99.0
5527,Panathur,2,1000.0,2.0,65.3
5528,Panathur,2,1109.0,2.0,63.0
5529,Panathur,2,1000.0,2.0,68.0
5530,Panathur,2,1255.0,2.0,79.0
5531,Panathur,2,1205.0,2.0,62.9
5532,Panathur,2,1198.0,2.0,82.0
5533,Panathur,2,1235.0,2.0,65.0
5534,Panathur,2,1210.0,2.0,80.0
5535,Panathur,2,1210.0,2.0,77.0
5536,Panathur,1,661.0,1.0,40.0
5537,Panathur,2,1210.0,2.0,78.0
5539,Panathur,2,1050.0,2.0,60.0
5540,Panathur,2,1398.0,2.0,97.0
5541,Panathur,2,1065.0,2.0,58.0
5542,Panathur,2,1007.0,2.0,64.0
5543,Panathur,2,1210.0,2.0,77.93
5544,Panathur,2,1230.0,2.0,80.0
5545,Panathur,2,980.0,2.0,57.0
5546,Panathur,2,1075.0,2.0,60.0
5547,Panathur,2,1210.0,2.0,69.0
5548,Panathur,2,1343.0,2.0,76.0
5549,Parappana Agrahara,2,1194.0,2.0,47.0
5550,Parappana Agrahara,2,1194.0,2.0,47.0
5551,Parappana Agrahara,2,1194.0,2.0,46.0
5552,Parappana Agrahara,2,1194.0,2.0,47.0
5553,Parappana Agrahara,2,1194.0,2.0,46.0
5554,Parappana Agrahara,2,1194.0,2.0,47.0
5555,Parappana Agrahara,2,1194.0,2.0,47.0
5556,Parappana Agrahara,2,1092.0,2.0,43.0
5557,Parappana Agrahara,2,1194.0,2.0,45.0
5558,Parappana Agrahara,1,1200.0,1.0,45.0
5559,Parappana Agrahara,2,1194.0,2.0,46.0
5560,Parappana Agrahara,2,1194.0,2.0,47.0
5561,Parappana Agrahara,2,1194.0,2.0,47.0
5562,Parappana Agrahara,2,1194.0,2.0,46.0
5563,Parappana Agrahara,2,1194.0,2.0,46.0
5564,Pattandur Agrahara,3,1550.0,2.0,80.0
5565,Pattandur Agrahara,2,1025.0,2.0,44.5
5566,Pattandur Agrahara,2,1247.0,2.0,59.8
5567,Pattandur Agrahara,2,900.0,2.0,42.0
5568,Pattandur Agrahara,2,1302.0,2.0,66.0
5569,Pattandur Agrahara,3,1550.0,2.0,80.0
5570,Pattandur Agrahara,2,1247.0,2.0,62.35
5571,Pattandur Agrahara,2,1350.0,2.0,68.0
5572,Poorna Pragna Layout,2,920.0,2.0,39.55
5575,Poorna Pragna Layout,2,1160.0,2.0,46.39
5578,Poorna Pragna Layout,2,965.0,2.0,48.0
5583,Poorna Pragna Layout,2,1160.0,2.0,46.39
5585,Poorna Pragna Layout,2,1160.0,2.0,46.39
5588,Poorna Pragna Layout,2,960.0,2.0,50.0
5590,Prithvi Layout,4,2028.0,4.0,162.0
5591,Prithvi Layout,2,1352.0,2.0,87.5
5592,Prithvi Layout,2,1190.0,2.0,68.0
5593,Prithvi Layout,2,1352.0,2.0,85.0
5594,Prithvi Layout,2,1352.0,2.0,75.0
5595,Prithvi Layout,3,2273.0,4.0,220.0
5596,Prithvi Layout,2,1352.0,3.0,93.0
5597,Prithvi Layout,3,2273.0,4.0,192.0
5598,Prithvi Layout,2,1352.0,2.0,72.0
5601,R.T. Nagar,2,1200.0,2.0,120.0
5603,R.T. Nagar,2,1040.0,2.0,46.0
5604,R.T. Nagar,2,1200.0,2.0,45.0
5605,R.T. Nagar,2,1235.0,2.0,65.0
5606,R.T. Nagar,3,1140.0,3.0,130.0
5607,R.T. Nagar,2,970.0,2.0,55.0
5608,R.T. Nagar,3,1560.0,3.0,125.0
5609,R.T. Nagar,2,1200.0,2.0,60.0
